Session_ID,breakout,title,description,startDate,startTime,endTime,industries,location,products,role,skillLevel,solutions,speakers,track,type
72,8,Emergent Big Data Streaming Platform in the Cloud,"The emergent containerization of services with technologies like Docker and Mesos in the cloud is enabling enterprises to deploy services in the cloud faster with less resources and at higher scales than ever before. The emergent streaming platform is allowing services to log to Kafka at high throughputs, with low latency, near real time speeds. How do you Splunk the logs of all those containers? In this session you will see how HomeAway is using Mesos, Kafka, Avro SchemaRegistry and Storm to allow containers to log to Splunk to gain near real-time insight into machine intelligence in the cloud.
Come and find out how HomeAway is leveraging Splunk, the Cloud and the emergent Streaming Platform to gain insights on a rapidly growing business while having fun doing it and still getting home in time for dinner.",2015-09-23,2015-09-23 11:15,2015-09-23 12:00,"Online Services
Travel and Transportation",120 (Level 1) ,Splunk Enterprise,Administrator;;Architect;;Developer;;Operations Manager,Good for All Skill Levels,Big Data;;Business Analytics;;Cloud Solutions;;Log Management;;Customer Success Story,"Rene Parra - Principal Architect, HomeAway Inc.",Big Data,Breakout Sessions
114,13,Save Energy with Splunk: Leverage Process and Energy Data to Optimize Industrial Processes,"Many companies have started to gather vast amounts of operational and sensor data from industrial production processes, but only a few use this data to optimize productivity and business. Splunk partner Robotron leverages Splunk as a platform for mining machine data and correlating various data sources for analysis and optimization. By enriching time-series energy data with process data, Robotron enables its own energy and manufacturing customers to improve production costs and throughput while increasing sustainability and resource efficiency in production processes with up to 25% energy savings. 
Based on their domain expertise and understanding of the energy market, Robotron developed the ""eLight Energy Suite"" on top of Splunk Enterprise. It enables customers to collect and harmonize energy data with production process data (e.g. Statistical Process Control). With help of the R app, advanced data mining methods are also available to identify process weaknesses. ",2015-09-23,2015-09-23 16:15,2015-09-23 17:00,"Energy and Utilities
Manufacturing",114 (Level 1) ,Splunk Enterprise,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst;;Business Manager;;CIO;;CTO;;CISO,Intermediate,IoT and Industrial Data;;Business Analytics,"Phillipp Drieger - Sales Engineer, Splunk;;Matthias Ilgen - Project Manager, Robotron",Internet of Things,Breakout Sessions
52,7,Splunking the User Experience: Going Beyond Application Logs,"A good user experience is key for any growing and successful company, but user experience involves far more than the arrangement of pixels on a screen. Everything you do impacts user experience, from ensuring high-performance code to a well-tuned server. All these different layers can add complexity and trip you up when an issue arises. In this session, we'll share how the Policy Administration System (PAS) application team at CSAA Insurance Group uses Splunk to gain better visibility from the end user's browser all the way to the CPU on the database. 
By using Splunk software to merge APM tools like Dynatrace, application logs, and traditional IT ops monitoring tools, the PAS App was able to focus on how technical metrics translated to customer satisfaction. Feeding production performance metrics back into the development and testing process along with improved capacity planning, changes the focus from infrastructure growth back to business growth.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Financial Services,113 (Level 1) ,Splunk Enterprise,Business Manager;;Developer;;Administrator,Good for All Skill Levels,Application Delivery;;Big Data;;Business Analytics;;Customer Success Story,"Diviyesh Patel - DevOps and Optimization Manager, CSAA Insurance Group;;Doug Erkkila - Capacity Management Analyst, CSAA Insurance Group",Business Analytics,Breakout Sessions
102,12,"Royal Caribbean Cruise Lines: Centralizing Security Intelligence Across Land, Sea, and Cloud Using Splunk Cloud and the Splunk App for Enterprise Security","This session will outline how Royal Caribbean, an award-winning global cruise brand, centrally manages cybersecurity across land (multiple corporate offices and global data centers), sea (36 cruise ships), and cloud (AWS environment hosting corporate web sites). You will learn how the flexibility of the Splunk App for Enterprise Security running on Splunk Cloud solved numerous challenges Royal Caribbean faced with collecting and analyzing security-related data across a complex, large-scale and geographically traveling environment. The presenter will also outline how Splunk Cloud plus the Splunk App for Enterprise Security transformed the security investigation process and provided previously unseen levels of visibility into Royal Caribbean's security posture.  Lastly, you will learn how Royal Caribbean uses the Splunk App for AWS for security and troubleshooting in their AWS environment.  

",2015-09-23,2015-09-23 15:15,2015-09-23 16:00,Travel and Transportation,Unknown,Splunk Cloud;;Splunk App for Enterprise Security,Administrator;;Architect;;Security Analyst;;CISO,Good for All Skill Levels ,Cloud Solutions;;Log Management;;Security Compliance and Anti-fraud;;Customer Success Story,"Michel Ramirez - Information Security Manager, Royal Caribbean Cruises LTD.",Cloud,Breakout Sessions
91,11,Splunking Wind Turbines and Keeping the Earth Green,"The KONCAR Group is an electrical, transport and energy company based in Zagreb, Croatia. Among the many companies in the group, KONCAR electrical industry builds and deploys wind turbines.
Wind turbines generate a huge amount of data about their availability, production of energy and energy losses. KONCAR previously stored this data in a SQL database and used external applications to produce various reports as well as to proactively alert when a particular wind turbine is having issues. This became extremely cumbersome as the amount of historical data kept growing.
In a successful project, INFIGO implemented Splunk as the tool for analysis and visualization of data generated by wind turbines. All complex calculations that were done before by external applications have been fully implemented in Splunk. Finally, a custom external .NET application has been developed that relies on Splunk's SDK API to produce specific PDF and Excel reports in formats requested by the customer.",2015-09-23,2015-09-23 14:15,2015-09-23 15:00,"Energy and Utilities
Manufacturing",117 (Level 1) ,Splunk Enterprise,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst;;Business Manager;;CIO;;CTO;;CISO,Intermediate,Application Delivery;;IoT and Industrial Data;;Customer Success Story,"Marijan Fofonika - Senior developer, INFIGO IS d.o.o.;;Ante Martinic - Business Unit Director, Koncar",Internet of Things,Breakout Sessions
74,8,How to use Common Information Model to Gain Security Awareness and Prepare for Enterprise Security,"With the help of the Common Information Model (CIM) you can easy create reports and dashboards that give you security awareness. The CIM is a framework for normalizing data, which will help you to prepare for a Splunk App for Enterprise Security implementation and make it easier to create correlation rules. We will explain what the Common Information Model is, how it works, how to use Technical Add-ons to normalize the data and demo how to make reports and dashboards out of the existing data models in CIM.",2015-09-23,2015-09-23 11:15,2015-09-23 12:00,Unknown,319 (Level 3) ,Splunk Enterprise;;Splunk App for Enterprise Security,Administrator;;Architect;;Security Analyst,Intermediate,Big Data;;IT Operations;;Log Management;;Security Compliance and Anti-fraud;;Best Practices;;Deploying Splunk,"Niklas Blomquist - Senior Sales Engineer, Splunk",Security Compliance and Anti-fraud,Breakout Sessions
33,8,Building Powerful Analytics with Ease,"You've taken the classes, you know how the product works, you've built dashboards, and you're proud of what you've created. Congratulations!  But you wonder, what more can be done? How can you make your spunk deployment more efficient? Can you provide greater end-to-end visibility? If you have asked yourself these questions, then this talk is for you.
In this hour, we'll dive into a specific use-case where the customer needed end-to-end visibility into the performance of the various online service offerings. You'll see how raw data gets turned into a handful of powerful dashboards that collectively provide visibility across the organization. Specifically, you'll learn how to employ statistically sound analytical methods to create searches and visualizations.
You'll learn how to leverage powerful drill down capabilities that feed information from one panel into another, allowing users to pivot through many views of the data.",2015-09-23,2015-09-23 11:15,2015-09-23 12:00,Unknown,121 (Level 1) ,Splunk Enterprise,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst,Good for All Skill Levels ,Best Practices,"Pierre Brunel - Solutions Architect, Splunk",Using Splunk/Search Language,Breakout Sessions
69,7,Collaborative Security Model,"The collaborative security model is a framework that extends Splunk's existing monitoring solution by an open and expandable abstraction layer for security commands. The aim is to build a true ecosystem, which allows all security solution providers to participate by expanding the framework with their own application. The framework establishes a standardized two-way communication channel, that enables security components to be managed centrally. Another advantage is the abstraction layer. This ensures security providers can easily be replaced at any time with a new, more suitable product.

In our joint efforts for phase 1, we brought a number of providers onboard, such as Intel, Fortinet, Palo Alto Networks and EMC. The goal is to build a prototype to further enable manufacturers to participate in the ecosystem.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Communications,114 (Level 1) ,Splunk Enterprise,Security Analyst;;CISO,Intermediate,Application Delivery;;Big Data;;Business Analytics;;Cloud Solutions;;IoT and Industrial Data;;IT Operations;;Log Management;;Security Compliance and Anti-fraud;;Best Practices;;Customer Success Story,"Christof Jungo - Head of Security Architecture, Swisscom Switzerland ltd.;;Haiyan Song - SVP, Security Markets, Splunk",Security Compliance and Anti-fraud,Breakout Sessions
128,14,Splunk at DATEV: Reducing Incidents and Enhancing Services with Operational Intelligence,"Discover how DATEV has delivered cross-departmental visibility into IT infrastructure in order to reduce major incidents and improve the service they offer to customers. This session covers useful techniques to reduce mean time to investigate (MTTI) and mean time to resolve (MTTR). In addition to monitoring servers and network devices, learn how DATEV is gaining operational insights from mainframe servers and applications with Syncsort's Ironstream and web applications.",2015-09-23,2015-09-23 17:15,2015-09-23 18:00,Technology,117 (Level 1) ,Splunk Enterprise,Operations Manager;;Administrator,Good for All Skill Levels,IT Operations;;Log Management;;Customer Success Story,"Andreas Jahnke - Manager ITIL Event Management and Monitoring, DATEV eG",IT Operations,Breakout Sessions
CT5,,Guerrilla Marketing - How to Sell Splunk Internally to Your Enterprise,"So you already know what Splunk can do, but you want to show others around you?  When you show them, they want it also, but they have to justify the cost benefit analysis to their management.  What are the steps to be successful in a humongous corporate enterprise environment?  We will walk through how we have been able to get our users to love Splunk and in turn show their management how it is making them more productive.",2015-09-23,Unknown,Unknown,Healthcare,Community Theater Marquee Ballroom ,Splunk Enterprise;;Splunk Cloud,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst;;Business Manager;;CIO;;CTO;;CISO,Good for All Skill Levels,Application Delivery;;Big Data;;Business Analytics;;Cloud Solutions;;IoT and Industrial Data;;IT Operations;;Log Management;;Security Compliance and Anti-fraud;;Best Practices;;Customer Success Story,"Aaron Blythe - Knowledge Architect, Cerner Corporation",Adopting,Community Theater
75B,14,Getting Started with Maps,"Ever wanted to add maps to your dashboards? This session will cover the fundamentals of using maps in Splunk. From adding location data to your events, plotting them on maps and styling the maps, we will cover it all. This session will teach you the fundamentals of why and when you would want to use maps, the tools you need and examples of how to do this. Repeats in Breakout 7.",2015-09-23,2015-09-23 17:15,2015-09-23 18:00,Unknown,Unknown,Splunk Enterprise,Administrator;;Developer;;Operations Manager;;Security Analyst,Good for All Skill Levels,Big Data;;Business Analytics;;IoT and Industrial Data;;Log Management;;Visualization;;Best Practices,"Robb Bittner - Sr. Product Manager, Splunk;;Michael Porath - Product Manager, Splunk",Using Splunk/Search Language,Breakout Sessions
131,13,Hands-On Session: Security Intelligence with Your Very Own Instance of Splunk Enterprise Security,"(Bring your laptop, not a tablet, preferably a non-IE browser)
 
Join our security experts to learn how to use Splunk Enterprise Security in this special two-hour interactive, hands-on session. We?ll begin by helping you obtain your own personal Splunk Enterprise Security environment provisioned in the cloud. We'll take a brief tour through this next-generation security intelligence platform to show you some of the unique capabilities of the product, then we?ll get right into detecting advanced threats and moving through an incident response scenario. We?ll use Splunk Enterprise Security to detect an advanced threat, and then work the incident to disrupt an adversary's Kill Chain by finding the actions on intent, exploitation methods, and reconnaissance tactics used against a simulated organization. We will investigate using comprehensive data sets for full visibility across the enterprise ? including threat intelligence feeds, endpoint activity logs, e-mail logs, and web access logs. This session is a must for all security professionals! Don?t forget to bring your laptop ? and get ready to roll up your sleeves!",2015-09-23,2015-09-23 16:15,2015-09-23 17:00,Unknown,"122-123--124 (Level 1) 
122-123--124 (Level 1) ",Splunk App for Enterprise Security,Security Analyst,Good for All Skill Levels ,Best Practices;;Security Compliance and Anti-fraud,"James Brodsky - Security Subject Matter Expert, Splunk",Security Compliance and Anti-fraud,Breakout Sessions
120,13,Building Your App on an Accelerated Data Model,"Many apps have dashboards that need to run searches over millions of events before results can be displayed. Opening these dashboards can be painful as they may take minutes to populate. This is where an accelerated data model can help, as it easily speeds up searches by 50x to 100x. It is the only Splunk acceleration technology that works on all searches, but it requires a rewrite of the search processing language statements. In this session, you will learn all you need to know in order to make use of this exciting Splunk feature.",2015-09-23,2015-09-23 16:15,2015-09-23 17:00,Unknown,301-302 (Level 3) ,Splunk Enterprise,Administrator;;Developer;;Operations Manager;;Security Analyst,Intermediate,Unknown,"Helge Klein - Founder, vast limits GmbH",Developing,Breakout Sessions
CT-14,11,Splunk App Certification Criteria,"Splunk offers certification for apps and add-ons created by developers in our community. By certifying your app or add-on and publishing it to Splunkbase, you give your users the confidence of knowing that Splunk has analyzed your app or add-on according to a strict set of criteria.
The Splunk App Certification Program offers apps and add-ons that Splunk has examined and found to conform to best practices for Splunk development. Splunk also performs a review of your source code for security vulnerabilities. Splunk is willing to attest to the quality and support status of the apps and add-ons it certifies for operation in single-server and/or distributed Splunk deployments.
Certification involves requirements for clear developer documentation and support. This presentation will give an overview of the certification criteria and how you can partner with us to get your app certified!

",2015-09-23,2015-09-23 14:15,2015-09-23 15:00,Unknown,Unknown,Splunk Enterprise;;Splunk Cloud,Developer,Good for All Skill Levels ,Unknown,"Damien Dallimore - Developer Evangelist, Splunk",Community Theatre,Community Theater
37,11,Detecting Bank Account Takeover and Fraud Cyber Attacks with Splunk,"This session will cover the complete strategy of utilizing Splunk Enterprise in detecting customer account takeover fraud as well as setting up automated alerts when such activity is detected.
While these measures have been implemented at a large financial services organization, the same approach can be applied to any online enterprise where it is essential to protect online customer accounts, quickly detect suspicious activity and act to prevent monetary and business losses.
The techniques described in this session generate a low level of false positives and contain efficient ways to adjust trigger thresholds within multiple metrics for specific business needs. In addition, it is tested and works really well for portals that generate up to 3,000,000-5,000,000 hits a day.",2015-09-23,2015-09-23 14:15,2015-09-23 15:00,Financial Services,121 (Level 1) ,Splunk Enterprise,Security Analyst,Intermediate,Security Compliance and Anti-fraud;;Customer Success Story,"Gleb Esman - Consultant, Financial Services Organization",Security Compliance and Anti-fraud,Breakout Sessions
71,8,"Modular Inputs - If You Build It, They Will Come",An approachable talk on using Splunk's SDK's to build modular inputs that extend Splunk's capabilities. Why modular inputs over scripted inputs? What does the base code look like to build a modular input? How do I test my modular input? Do I need a setup screen? We will cover all these topics by deconstructing an app I wrote with a modular input to pull events from the Zenoss JSON API.,2015-09-23,2015-09-23 11:15,2015-09-23 12:00,Unknown,320 (Level 3) ,Splunk Enterprise,Developer,Good for All Skill Levels,Unknown,"Scott Haskell - Client Architect, Splunk",Developing,Breakout Sessions
45B,7,Breach Management in Splunk App for Enterprise Security,"Whether it's through your internal security team or via a letter from the FBI, being notified that your company has been compromised is in no way a good thing. These events, however inevitable they may be, send chills down your spine and put you directly into disaster recovery mode. The reaction is often multiplied by the sheer scope of the compromise once you realize that the breach encompasses a multitude of systems, and not just the one or two you were initially alerted to. Thousands of endpoints and it's now your job to develop an effective remediation strategy that not only removes the current threat from the environment but also reduces the chances of the attacker re-compromising the environment post remediation. This discussion will show how Splunk App for Enterprise Security can be used to scope and manage a breach in a structured and organized manner. Making an already stressful situation feel a little less daunting. This session repeats in breakout 6. ",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Unknown,Unknown,Splunk Enterprise;;Splunk App for Enterprise Security,Security Analyst,Intermediate,Security Compliance and Anti-fraud,"Brian Luger - Software Engineer, Security, Splunk",Security Compliance and Anti-fraud,Breakout Sessions
109,11,"Splunk App for Stream Deployments in the Real World: Enhance Operational Intelligence Across Application Delivery, IT Ops, Security and More","Join us to learn how the Splunk App for Stream can help you use wire/network data analytics correlated with other machine data to proactively resolve application and operational issues in real time across your cloud and on-premises infrastructures. This session discusses how the Splunk App for Stream works, touches on best practices, describes real-world customer experiences and provides a real-time demonstration on how to best take advantage of and manage a Stream deployment.",2015-09-23,2015-09-23 14:15,2015-09-23 15:00,Unknown,318 (Level 3) ,Splunk Enterprise;;Splunk Cloud;;Splunk App for Enterprise Security;;Splunk App for Stream,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst,Good for All Skill Levels,Application Delivery;;Big Data;;Business Analytics;;Cloud Solutions;;IoT and Industrial Data;;IT Operations;;Log Management;;Security Compliance and Anti-fraud;;Getting Data In,"Clayton Ching - Product Manager, Splunk;;Stela Udovicic, Mike Dickey - Product Marketing, Engineering Lead, Splunk",Splunk Enterprise/What's New?,Breakout Sessions
101,12,"A Constant Evolution Towards Vision, Performance and Analytics","We will discuss how Splunk adoption in UniCredit provided a life-changing way of solving old-fashioned issues with brand new and effective approaches. Not so long ago, we struggled to obtain a thorough vision and a firm grasp over our IT infrastructure and applications while trying to avoid implementing several different tools. When Splunk broke in, initially for troubleshooting purposes, we embraced its vision and grew fond of its features. Now it is the key product for many different use cases, ranging from audit, compliance and security to business analytics, application management, Operational Intelligence and advanced monitoring fields.

",2015-09-23,2015-09-23 15:15,2015-09-23 16:00,Financial Services,113 (Level 1) ,Splunk Enterprise,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst;;Business Manager;;CIO;;CTO;;CISO,Intermediate,Business Analytics;;IT Operations;;Customer Success Story,"Mirko Carrara - IT DevOps and Splunk Lead, Unicredit;;Stefano Guidobaldi - IT System Architect, Unicredit",Business Analytics,Breakout Sessions
96,11,Create a Console for Security Apps That Don't Have One,"Security professionals and systems administrators face the difficult challenge of protecting their networks with limited resources. This challenge is compounded by the increased use of zero-day exploits, determined adversaries and small windows between when a vulnerability is announced and exploit code is available. Microsoft's Enhanced Mitigation Experience Toolkit (EMET) and AppLocker for application whitelisting are tools which can provide valuable protection without additional software expenditures. But there's a catch: there's no console for alerting and reporting what's happening with those tools on your network.
In this discussion, we will demonstrate how you can leverage your existing investment, getting value from free tools like EMET and AppLocker by building enterprise-worthy alerting and analysis capabilities yourself. You will learn how to adapt this strategy to the unique needs of your organization. Build a console customized to show what you need to know.",2015-09-23,2015-09-23 14:15,2015-09-23 15:00,"Higher Education
Nonprofit
Technology
Public Sector",120 (Level 1) ,Splunk Enterprise,Security Analyst,Good for All Skill Levels,IT Operations;;Log Management;;Security Compliance and Anti-fraud,"Craig Lewis - Manager of IT Systems Engineering, Carnegie Mellon University - Software Engineering Institute;;Joe Tammariello - Senior Systems Engineer, Carnegie Mellon University - Software Engineering Institute",Security Compliance and Anti-fraud,Breakout Sessions
P1,9,The Evolving Face of Technnology: A Discussion from the Perspective of Women in Technology,"As a way to deepen our relationships and encourage networking and technical dialogue, we are hosting a Women in Technology Event in conjunction with .conf2015.

This is a seated luncheon and panel discussion focused on the role that women are playing in the evolving face of technology.

We hope that you can join us to network with your peers, gain insights for your business, and further develop your career.

Agenda:
? 12:00pm?12:15pm ? Welcome & Introduction 
? 12:15pm?12:30pm ? Opening Speaker 
? 12:30pm ? Lunch Served 
? 12:30pm?1:10pm ? Panel Discussion 
? Clarissa Banks, CISO, Zappos 
? Kate Lawrence-Gupta, Principal Engineer, Comcast
? Lori Temple, VP Information Technology, UNLV
? Haiyan Song, SVP Security Markets, Splunk 
? Margaret Lee, VP Product Management, Splunk 
? 1:10pm-1:25pm ? Audience Q&A 
1:25pm-1:30pm ? Closing Remarks

Please RSVP at: http://live.splunk.com/conf2015WIT
",2015-09-23,2015-09-23 12:15,2015-09-23 13:00,Unknown,"122-123--124 (Level 1) 
122-123--124 (Level 1) ",Unknown,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst;;Business Manager;;CIO;;CTO;;CISO,Good for All Skill Levels,Unknown,Unknown,,Panel
76,9,How We Won $150K Through Our Splunk Apptitude!,Winners of the Splunk Apptitude App Contest talk about and demo their submissions.,2015-09-23,2015-09-23 12:15,2015-09-23 13:00,Unknown,301-302 (Level 3) ,Splunk Enterprise,Administrator;;Architect;;Operations Manager;;Security Analyst,Intermediate,Unknown,"Monzy Merza - Minister of Defense, Splunk",Developing,Breakout Sessions
9,8,Splunk App for Enterprise Security: Extreeeeeme Correlation Searches,The next version of Splunk App for Enterprise Security has unleashed new capabilities for Cyber detectives and threat hunters. Learn how to use Extreme Search and how to write correlation searches.,2015-09-23,2015-09-23 11:15,2015-09-23 12:00,Unknown,118 (Level 1) ,Splunk App for Enterprise Security,Administrator;;Security Analyst,Good for All Skill Levels,Log Management;;Security Compliance and Anti-fraud;;Best Practices,"Jack Coates - Director, Product Management, Splunk;;Macy Cronkrite - Professional Services, Splunk",Security Compliance and Anti-fraud,Breakout Sessions
60,7,Visualizing Data From the Ground Up: Raw Data to Interactive Graphics With Splunk,"Splunk is a powerful data-inspection tool with a number of built-in visualization options. But the Splunk platform also includes many ways for users to extend and customize its visualization capabilities. Using Splunk's Web Framework and some knowledge of JavaScript, developers can include third-party charting libraries and visualizations in Splunk apps and dashboards or create custom experiences for seeing and exploring their data.
This session is an end-to-end overview of how to go from raw Splunk data to custom visualization with JavaScript. It covers the basics of how Splunk core visualizations work, using the Splunk Web Framework to easily get raw data from Splunk, managing raw data for use in visualization, using visualization techniques, using third-party graphics libraries, and creating custom experiences from Splunk data.
Beginner-level understanding of JavaScript and web development will help attendees follow along. Intermediate and advanced developers will feel right at home.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Unknown,301-302 (Level 3) ,Splunk Enterprise,Administrator;;Architect;;Operations Manager;;Security Analyst,Intermediate,Visualization;;Best Practices,"Marshall Agnew - Software Developer, Splunk",Developing,Breakout Sessions
127,14,Splunk Configuration Management and Deployment with Ansible,"Want to take a DevOps approach to systematically manage your Splunk deployments? This talk will cover two key areas of utilizing GitHub for managing Splunk configuration files and integrating with Ansible for fully automated Splunk deployment. By managing all of your Splunk configuration files within git, you are able to control and monitor changes to the Splunk environment, and also monitor user activity. This configuration repository will then be used with Ansible to orchestrate very large Splunk deployments. In this session, we will cover the use of Splunk-specific Ansible play books that follow best practices for managing many Splunk deployments for multiple customers or business units.",2015-09-23,2015-09-23 17:15,2015-09-23 18:00,Unknown,115-116 (Level 1) ,Splunk Enterprise,Architect;;Administrator,Intermediate,Unknown,"Sean Delaney - Client Architect, Splunk;;Jose Hernandez - Director of Big Data Security Solutions, Zenedge",Deploying,Breakout Sessions
CT4,,From Zero to Pretty Robust Fraud Detection Tool,"Customers of a certain bank started reporting cases of wire transfers not being delivered. Clients threatened with lawsuits. The bank lost its reputation. The Anti-fraud team is helpless. The Security Analysts find some suspicious event sequences in custom application and web servers logs, which indicate, that someone had snatched clients passwords.
An attempt to solve the problem of automated detection of fraud with old school Unix tools as egrep, sed, awk, cron, leads to a quick-and-dirty, temporary, partial solution, nobody is fully satisfied with. The Anti-Fraud team still needs a solid and flexible tool, providing support for fraud detection.
During my speech I would like to present main Fraud Detection tool features which we built for one of our customers. I will demonstrate how we utilized Splunk to quickly build such a tool.",2015-09-23,Unknown,Unknown,Unknown,Community Theater Marquee Ballroom ,Splunk Enterprise,Administrator;;Architect;;Security Analyst,Intermediate,Big Data;;Cloud Solutions;;IT Operations;;Log Management;;Security Compliance and Anti-fraud;;Best Practices;;Customer Success Story,"Tomasz Dziedzic - Senior Service Architect, Linux Polska",Security Compliance and Anti-fraud,Community Theater
104,12,Splunk/Ironstream and IT Ops on z/OS,"In this session, we will review common issues IBM mainframe operations are facing. We'll show how Splunk and Ironstream address these issues in real time and show a live demonstration of IT OpS solution, including Splunk Enterprise and Syncsort's Ironstream solution.",2015-09-23,2015-09-23 15:15,2015-09-23 16:00,Technology,117 (Level 1) ,Splunk Enterprise,Operations Manager;;Administrator,Intermediate,IT Operations,"Donald Marcotte - Director of Global Alliances, Syncsort",IT Operations,Breakout Sessions
CT-16,,SPLing Bee,"Put your Splunk-fu to use in our first inaugural SPLing Bee! The SPLing Bee is a competition that will be held during .conf2015. This is your opportunity to learn new commands, show off your Splunk ninja skills and compete with your fellow Splunkers to solve Search challenges using Splunk?s Search Processing Language. Like a spelling bee there will be multiple rounds that will get more challenging as you progress. Entrants will utilize a Splunk Cloud trial instance with a sample data set to run their searches on and answers will be tracked and judged by a master instance. Results will be Splunked real-time and on display! There will be prizes!",2015-09-23,Unknown,Unknown,Unknown,Unknown,Splunk Enterprise;;Splunk Cloud;;Hunk,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst;;Business Manager,Good for All Skill Levels,Unknown,Unknown,Using Splunk/Search Language,Community Theater
162,10,How to Use Splunk to Detect Malicious Insiders,"This session will highlight a real-world program that leverages Splunk searches to detect malicious insiders and privileged account abuse. It will also teach basic search building blocks that will help attendees identify other potentially harmful activities occurring in their organization. The session will cover very specific examples of what insider threats look like in machine data across several industries, and will also include a live demo of portions of the Splunk App for Enterprise Security that detect insider threats and anomalous user activity. ",2015-09-23,2015-09-23 13:15,2015-09-23 14:00,Financial Services,119 (Level 1) ,Splunk Enterprise,Security Analyst,Good for All Skill Levels,Security Compliance and Anti-fraud;;Best Practices;;Customer Success Story,"Derek Vadala - CISO, Moody's Corporation;;Joe Goldberg - Sr. Manager, Security Marketing, Splunk",Security Compliance and Anti-fraud,Breakout Sessions
174,7,Highly Efficient and Scalable Splunk Architecture for the Enterprise,"Search and indexing efficiencies are critical for an optimal Splunk deployment. The NetApp portfolio with the world leading EF (All Flash storage) and the expansion of the E5660 to PetaBytes of capacity enables customers to maximize performance, availability and data center foot print while minimizing energy consumption. The EF product achieves consistent sub .5 ms latency with ultra-high throughput consistently and throughout its lifespan. With the capabilities of Splunk to tie the HOT/WARM/COLD one would not have to incur any network bandwidth consumption to achieve these efficiencies. In addition the EF is capable of greater than 150,000 Bonnie++ IOPS, enabling Splunk users to index more data than ever before within a very small footprint.
In short with the E-Series and NetApp validated design customers can index more data gain faster insights, reduce operational costs and improve time to knowledge.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Unknown,Unknown,Splunk Enterprise,Administrator;;Architect,Good for All Skill Levels,Unknown,"Gus Horn - Global Consulting Systems Engineer - Analytics, NetApp Inc.",Deploying,Breakout Sessions
54,7,Scaling Deployment Server,"Deployment Server is the Splunk tool for configuration distribution. In this session, we discuss some ways to scale Splunk deployment server. You will also learn about the new improvements being made for this feature in the next release. 
We'll also do a deep dive into deployment topologies - the how, where and why. ",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Unknown,119 (Level 1) ,Splunk Enterprise,Administrator,Intermediate,Unknown,"Jag Kerai - Director of Engineering, Splunk;;Pratiksha Shah - Software Engineer, Splunk",Deploying,Breakout Sessions
93,11,Making Splunk Your Primary IT Information Portal,"Over the years, Leidos IT has built up a portal (which was badly in need of a re-design/facelift) for management information on inventory, status, performance, logs, special reports and more. Then along came Splunk 6, and we transformed all the critical information displays into a sleek new delivery vehicle. Come and see how. 

",2015-09-23,2015-09-23 14:15,2015-09-23 15:00,"Public Sector
Technology",119 (Level 1) ,Splunk Enterprise,Operations Manager;;Administrator,Intermediate,IT Operations;;Log Management;;Customer Success Story;;Best Practices,"Donald Mahler - Director Performance management, Leidos",IT Operations,Breakout Sessions
82,10,Hold Me Closer Tiny Data,"It's true, big data is fascinating. It allows us to detect problems, recognize patterns, and mitigate issues. What do you do when your service or application doesn't have the volume needed for easy problem identification? Real challenges start to arise about what a true ""error"" looks like. After having the luxury of working in large volume environments such as Viacom and Tumblr, I was thrown into the challenging world of tiny data at Oscar. There are many lessons learned which are now beneficial to apply to larger environments.",2015-09-23,2015-09-23 13:15,2015-09-23 14:00,Healthcare,113 (Level 1) ,Splunk Enterprise,Business Manager;;Operations Manager;;Developer;;Administrator,Advanced,Application Delivery;;Big Data;;IT Operations;;Business Analytics;;Customer Success Story,"Mackenzie Kosut - Head of Technical Operations, Oscar Health;;Timothy  Faust - Data Scientist, Oscar Health",Business Analytics,Breakout Sessions
